pl_name,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim
Kepler-627 b,0,3.730,1.600,-0.820,0,0.333,0.143,-0.073,0,13.40000,,,0,0.04220,,,0
Kepler-629 b,0,1.380,0.060,-0.040,0,0.123,0.005,-0.004,0,2.48000,,,0,0.00780,,,0
Kepler-63 b,0,6.110,0.200,-0.200,0,0.545,0.018,-0.018,0,120.00000,,,1,0.37800,,,1
Kepler-630 b,0,3.180,0.340,-0.340,0,0.284,0.030,-0.030,0,10.20000,,,0,0.03220,,,0
Kepler-631 b,0,2.900,0.320,-0.230,0,0.259,0.029,-0.021,0,8.75000,,,0,0.02750,,,0
Kepler-632 b,0,2.210,0.330,-0.080,0,0.197,0.029,-0.007,0,5.52000,,,0,0.01740,,,0
Kepler-633 b,0,1.630,0.310,-0.210,0,0.145,0.028,-0.019,0,3.29000,,,0,0.01040,,,0
Kepler-633 c,0,2.296,,,0,0.205,,,0,5.89000,,,0,0.01850,,,0
Kepler-634 b,0,1.890,0.300,-0.250,0,0.169,0.027,-0.022,0,4.23000,,,0,0.01330,,,0
Kepler-635 b,0,2.640,0.360,-0.270,0,0.236,0.032,-0.024,0,7.46000,,,0,0.02350,,,0
Kepler-636 b,0,4.450,0.140,-0.130,0,0.397,0.012,-0.012,0,18.10000,,,0,0.05700,,,0
Kepler-637 b,0,4.750,0.510,-0.560,0,0.424,0.045,-0.050,0,20.20000,,,0,0.06360,,,0
Kepler-638 b,0,1.830,0.560,-0.310,0,0.163,0.050,-0.028,0,4.01000,,,0,0.01260,,,0
Kepler-639 b,0,2.380,0.550,-0.340,0,0.212,0.049,-0.030,0,6.26000,,,0,0.01970,,,0
Kepler-640 b,0,2.560,0.080,-0.220,0,0.228,0.007,-0.020,0,7.08000,,,0,0.02230,,,0
Kepler-641 b,0,1.850,0.310,-0.250,0,0.165,0.028,-0.022,0,4.08000,,,0,0.01280,,,0
Kepler-642 b,0,2.900,1.300,-0.560,0,0.259,0.116,-0.050,0,8.75000,,,0,0.02750,,,0
Kepler-643 b,0,10.160,0.350,-0.270,0,0.906,0.031,-0.024,0,321.00830,63.56600,-63.56600,0,1.01000,0.20000,-0.20000,0
Kepler-644 b,0,3.150,1.160,-0.610,0,0.281,0.103,-0.054,0,10.10000,,,0,0.03170,,,0
Kepler-645 b,0,2.100,0.630,-0.280,0,0.187,0.056,-0.025,0,5.06000,,,0,0.01590,,,0
Kepler-646 b,0,1.990,0.370,-0.190,0,0.178,0.033,-0.017,0,4.62000,,,0,0.01450,,,0
Kepler-647 b,0,1.170,0.140,-0.110,0,0.104,0.012,-0.010,0,1.71000,,,0,0.00537,,,0
Kepler-647 c,0,4.001,,,0,0.357,,,0,15.10000,,,0,0.04760,,,0
Kepler-648 b,0,3.220,0.120,-0.240,0,0.287,0.011,-0.021,0,10.50000,,,0,0.03290,,,0
Kepler-649 b,0,2.260,0.140,-0.120,0,0.202,0.012,-0.011,0,5.73000,,,0,0.01800,,,0
Kepler-65 b,0,1.420,0.030,-0.030,0,0.127,0.003,-0.003,0,2.40000,2.40000,-1.60000,0,0.00760,0.00770,-0.00510,0
Kepler-65 c,0,2.580,0.060,-0.060,0,0.230,0.005,-0.005,0,5.40000,1.70000,-1.70000,0,0.01700,0.00540,-0.00520,0
Kepler-65 d,0,1.520,0.040,-0.040,0,0.136,0.004,-0.004,0,4.14000,0.79000,-0.80000,0,0.01300,0.00250,-0.00250,0
Kepler-65 e,0,13.900,,,0,1.240,,,0,260.00000,200.00000,-50.00000,0,0.82000,0.63000,-0.16000,0
Kepler-650 b,0,2.960,0.510,-0.450,0,0.264,0.045,-0.040,0,9.06000,,,0,0.02850,,,0
Kepler-651 b,0,2.370,0.220,-0.140,0,0.211,0.020,-0.012,0,6.21000,,,0,0.01950,,,0
Kepler-652 b,0,2.490,0.060,-0.050,0,0.222,0.005,-0.004,0,6.76000,,,0,0.02130,,,0
Kepler-653 b,0,1.950,0.290,-0.260,0,0.174,0.026,-0.023,0,4.46000,,,0,0.01400,,,0
Kepler-653 c,0,0.780,0.130,-0.120,0,0.070,0.012,-0.011,0,0.39900,,,0,0.00126,,,0
Kepler-654 b,0,2.070,0.370,-0.260,0,0.185,0.033,-0.023,0,4.94000,,,0,0.01550,,,0
Kepler-655 b,0,2.710,0.410,-0.270,0,0.242,0.037,-0.024,0,7.80000,,,0,0.02450,,,0
Kepler-656 b,0,3.120,0.210,-0.340,0,0.278,0.019,-0.030,0,9.91000,,,0,0.03120,,,0
Kepler-656 c,0,1.410,0.380,-0.110,0,0.126,0.034,-0.010,0,2.57000,,,0,0.00809,,,0
Kepler-657 b,0,3.520,0.690,-0.320,0,0.314,0.062,-0.029,0,12.20000,,,0,0.03830,,,0
Kepler-658 b,0,1.630,0.060,-0.060,0,0.145,0.005,-0.005,0,3.29000,,,0,0.01040,,,0
Kepler-659 b,0,2.500,0.330,-0.230,0,0.223,0.029,-0.021,0,6.80000,,,0,0.02140,,,0
Kepler-66 b,0,2.800,0.160,-0.160,0,0.250,0.014,-0.014,0,8.25000,,,0,0.02590,,,0
Kepler-660 b,0,2.570,0.110,-0.170,0,0.229,0.010,-0.015,0,7.13000,,,0,0.02240,,,0
Kepler-661 b,0,3.070,0.120,-0.210,0,0.274,0.011,-0.019,0,9.64000,,,0,0.03030,,,0
Kepler-662 b,0,2.180,0.110,-0.120,0,0.194,0.010,-0.011,0,5.39000,,,0,0.01700,,,0
Kepler-663 b,0,2.600,0.200,-0.160,0,0.232,0.018,-0.014,0,7.27000,,,0,0.02290,,,0
Kepler-664 b,0,2.660,0.680,-0.250,0,0.237,0.061,-0.022,0,7.56000,,,0,0.02380,,,0
Kepler-665 b,0,2.600,0.150,-0.150,0,0.232,0.013,-0.013,0,7.27000,,,0,0.02290,,,0
Kepler-666 b,0,2.400,0.580,-0.280,0,0.214,0.052,-0.025,0,6.35000,,,0,0.02000,,,0
Kepler-667 b,0,4.730,0.390,-0.280,0,0.422,0.035,-0.025,0,20.10000,,,0,0.06320,,,0
Kepler-668 b,0,2.700,0.230,-0.180,0,0.241,0.021,-0.016,0,7.75000,,,0,0.02440,,,0
Kepler-669 b,0,4.830,1.280,-0.550,0,0.431,0.114,-0.049,0,20.80000,,,0,0.06550,,,0
Kepler-67 b,0,2.940,0.160,-0.160,0,0.262,0.014,-0.014,0,8.96000,,,0,0.02820,,,0
Kepler-671 b,0,2.690,0.490,-0.200,0,0.240,0.044,-0.018,0,7.70000,,,0,0.02420,,,0
Kepler-672 b,0,2.500,0.320,-0.180,0,0.223,0.029,-0.016,0,6.80000,,,0,0.02140,,,0
Kepler-673 b,0,6.540,0.530,-0.480,0,0.583,0.047,-0.043,0,34.80000,,,0,0.11000,,,0
Kepler-674 b,0,1.690,0.100,-0.070,0,0.151,0.009,-0.006,0,3.50000,,,0,0.01100,,,0
Kepler-675 b,0,2.440,0.240,-0.160,0,0.218,0.021,-0.014,0,6.53000,,,0,0.02050,,,0
Kepler-676 b,0,3.040,0.140,-0.340,0,0.271,0.012,-0.030,0,9.48000,,,0,0.02980,,,0
Kepler-677 b,0,5.380,1.170,-0.420,0,0.480,0.104,-0.037,0,25.00000,,,0,0.07860,,,0
Kepler-678 b,0,5.140,0.660,-0.350,0,0.459,0.059,-0.031,0,23.10000,,,0,0.07280,,,0
Kepler-679 b,0,3.010,0.320,-0.390,0,0.269,0.029,-0.035,0,9.32000,,,0,0.02930,,,0
Kepler-68 b,0,2.357,0.023,-0.023,0,0.210,0.002,-0.002,0,8.03000,0.67000,-0.67000,0,0.02527,0.00211,-0.00211,0
Kepler-68 c,0,0.979,0.019,-0.019,0,0.087,0.002,-0.002,0,1.30000,,,1,0.00409,,,1
Kepler-68 d,0,13.900,,,0,1.240,,,0,267.00000,16.00000,-16.00000,0,0.84007,0.05034,-0.05034,0
Kepler-68 e,0,11.200,,,0,0.997,,,0,86.44933,10.17051,-10.17051,0,0.27200,0.03200,-0.03200,0
Kepler-680 b,0,2.420,0.820,-0.250,0,0.216,0.073,-0.022,0,6.44000,,,0,0.02030,,,0
Kepler-681 b,0,3.080,0.160,-0.160,0,0.275,0.014,-0.014,0,9.69000,,,0,0.03050,,,0
Kepler-682 b,0,7.370,0.770,-0.500,0,0.658,0.069,-0.045,0,42.60000,,,0,0.13400,,,0
Kepler-683 b,0,1.970,0.340,-0.170,0,0.176,0.030,-0.015,0,4.54000,,,0,0.01430,,,0
Kepler-684 b,0,3.360,0.300,-0.300,0,0.300,0.027,-0.027,0,11.20000,,,0,0.03540,,,0
Kepler-685 b,0,10.580,3.060,-1.190,0,0.944,0.273,-0.106,0,78.80000,,,0,0.24800,,,0
Kepler-687 b,0,3.520,0.160,-0.200,0,0.314,0.014,-0.018,0,12.20000,,,0,0.03830,,,0
Kepler-688 b,0,9.760,1.760,-0.970,0,0.871,0.157,-0.087,0,68.70000,,,0,0.21600,,,0
Kepler-689 b,0,2.890,0.350,-0.230,0,0.258,0.031,-0.021,0,8.70000,,,0,0.02740,,,0
Kepler-69 b,0,2.240,0.440,-0.290,0,0.200,0.039,-0.026,0,5.65000,,,0,0.01780,,,0
Kepler-69 c,0,1.710,0.340,-0.230,0,0.153,0.030,-0.021,0,3.57000,,,0,0.01120,,,0
Kepler-690 b,0,5.950,1.830,-0.750,0,0.531,0.163,-0.067,0,29.60000,,,0,0.09330,,,0
Kepler-691 b,0,2.090,0.090,-0.090,0,0.186,0.008,-0.008,0,5.02000,,,0,0.01580,,,0
Kepler-692 b,0,3.110,0.370,-0.230,0,0.277,0.033,-0.021,0,9.85000,,,0,0.03100,,,0
Kepler-693 b,0,10.180,0.500,-0.770,0,0.908,0.045,-0.069,0,73.80000,,,0,0.23200,,,0
Kepler-694 b,0,2.800,0.520,-0.220,0,0.250,0.046,-0.020,0,8.25000,,,0,0.02590,,,0
Kepler-695 b,0,9.210,0.710,-0.560,0,0.822,0.063,-0.050,0,62.30000,,,0,0.19600,,,0
Kepler-696 b,0,6.140,1.630,-0.700,0,0.548,0.145,-0.062,0,31.30000,,,0,0.09840,,,0
Kepler-697 b,0,4.130,0.550,-0.310,0,0.368,0.049,-0.028,0,16.00000,,,0,0.05020,,,0
Kepler-698 b,0,3.680,0.450,-0.450,0,0.328,0.040,-0.040,0,13.10000,,,0,0.04130,,,0
Kepler-7 b,0,18.181,0.146,-0.146,0,1.622,0.013,-0.013,0,140.16303,13.66669,-13.34886,0,0.44100,0.04300,-0.04200,0
Kepler-700 b,0,5.990,0.910,-0.500,0,0.534,0.081,-0.045,0,30.00000,,,0,0.09440,,,0
Kepler-701 b,0,2.840,0.220,-0.450,0,0.253,0.020,-0.040,0,8.45000,,,0,0.02660,,,0
Kepler-702 b,0,9.170,0.840,-0.580,0,0.818,0.075,-0.052,0,61.80000,,,0,0.19400,,,0
Kepler-703 b,0,8.200,3.710,-1.390,0,0.732,0.331,-0.124,0,51.10000,,,0,0.16100,,,0
Kepler-704 b,0,2.610,0.600,-0.430,0,0.233,0.054,-0.038,0,7.32000,,,0,0.02300,,,0
Kepler-705 b,0,2.110,0.100,-0.080,0,0.188,0.009,-0.007,0,5.10000,,,0,0.01600,,,0
Kepler-707 b,0,1.330,0.090,-0.100,0,0.119,0.008,-0.009,0,2.33000,,,0,0.00733,,,0
Kepler-708 b,0,2.930,0.640,-0.280,0,0.261,0.057,-0.025,0,8.91000,,,0,0.02800,,,0
Kepler-709 b,0,2.920,0.180,-0.190,0,0.261,0.016,-0.017,0,8.85000,,,0,0.02790,,,0
Kepler-710 b,0,1.880,0.240,-0.150,0,0.168,0.021,-0.013,0,4.19000,,,0,0.01320,,,0
Kepler-711 b,0,3.410,0.340,-0.630,0,0.304,0.030,-0.056,0,11.50000,,,0,0.03630,,,0
Kepler-712 b,0,3.410,0.140,-0.110,0,0.304,0.012,-0.010,0,11.50000,,,0,0.03630,,,0
Kepler-712 c,0,4.850,0.260,-0.410,0,0.433,0.023,-0.037,0,21.00000,,,0,0.06590,,,0
Kepler-713 b,0,2.480,0.500,-0.290,0,0.221,0.045,-0.026,0,6.71000,,,0,0.02110,,,0
Kepler-714 b,0,9.670,2.490,-1.010,0,0.863,0.222,-0.090,0,67.60000,,,0,0.21300,,,0
Kepler-715 b,0,3.750,0.830,-0.500,0,0.335,0.074,-0.045,0,13.50000,,,0,0.04260,,,0
Kepler-716 b,0,2.900,0.350,-0.170,0,0.259,0.031,-0.015,0,8.75000,,,0,0.02750,,,0
Kepler-716 c,0,1.393,,,0,0.124,,,0,2.52000,,,0,0.00793,,,0
Kepler-717 b,0,2.420,0.250,-0.350,0,0.216,0.022,-0.031,0,6.44000,,,0,0.02030,,,0
Kepler-718 b,0,16.560,6.970,-3.120,0,1.477,0.622,-0.278,0,41600.00000,,,0,131.00000,,,0
Kepler-719 b,0,8.520,1.830,-0.900,0,0.760,0.163,-0.080,0,54.50000,,,0,0.17200,,,0
Kepler-720 b,0,8.410,1.610,-0.800,0,0.750,0.144,-0.071,0,53.40000,,,0,0.16800,,,0
Kepler-721 b,0,2.640,0.140,-0.140,0,0.236,0.012,-0.012,0,7.46000,,,0,0.02350,,,0
Kepler-722 b,0,2.630,0.710,-0.290,0,0.235,0.063,-0.026,0,7.41000,,,0,0.02330,,,0
Kepler-722 c,0,2.820,0.560,-0.330,0,0.252,0.050,-0.029,0,8.35000,,,0,0.02630,,,0
Kepler-724 b,0,3.290,0.400,-0.230,0,0.294,0.036,-0.021,0,10.80000,,,0,0.03410,,,0
Kepler-725 b,0,10.630,0.850,-0.590,0,0.948,0.076,-0.053,0,79.40000,,,0,0.25000,,,0
Kepler-726 b,0,3.260,0.320,-0.350,0,0.291,0.029,-0.031,0,10.70000,,,0,0.03360,,,0
Kepler-727 b,0,2.530,0.350,-0.310,0,0.226,0.031,-0.028,0,6.94000,,,0,0.02180,,,0
Kepler-728 b,0,3.340,0.450,-0.260,0,0.298,0.040,-0.023,0,11.10000,,,0,0.03500,,,0
Kepler-729 b,0,3.580,0.420,-0.250,0,0.319,0.037,-0.022,0,12.50000,,,0,0.03940,,,0
Kepler-730 c,0,1.569,0.135,-0.135,0,0.140,0.012,-0.012,0,3.09000,,,0,0.00971,,,0
Kepler-732 b,0,2.180,0.120,-0.160,0,0.194,0.011,-0.014,0,5.39000,,,0,0.01700,,,0
Kepler-732 c,0,1.270,0.070,-0.100,0,0.113,0.006,-0.009,0,2.15000,,,0,0.00678,,,0
Kepler-733 b,0,2.820,0.460,-0.190,0,0.252,0.041,-0.017,0,8.35000,,,0,0.02630,,,0
Kepler-734 b,0,3.560,0.140,-0.130,0,0.318,0.012,-0.012,0,12.40000,,,0,0.03900,,,0
Kepler-735 b,0,2.950,0.160,-0.120,0,0.263,0.014,-0.011,0,9.01000,,,0,0.02830,,,0
Kepler-736 b,0,2.930,0.170,-0.530,0,0.261,0.015,-0.047,0,8.91000,,,0,0.02800,,,0
Kepler-737 b,0,1.960,0.110,-0.110,0,0.175,0.010,-0.010,0,4.50000,,,0,0.01420,,,0
Kepler-738 b,0,2.500,0.200,-0.170,0,0.223,0.018,-0.015,0,6.80000,,,0,0.02140,,,0
Kepler-739 b,0,3.320,0.490,-0.290,0,0.296,0.044,-0.026,0,11.00000,,,0,0.03460,,,0
Kepler-74 b,0,10.760,0.220,-0.220,0,0.960,0.020,-0.020,0,200.22000,38.14000,-38.14000,0,0.63000,0.12000,-0.12000,0
Kepler-740 b,0,4.570,0.530,-0.270,0,0.408,0.047,-0.024,0,18.90000,,,0,0.05960,,,0
Kepler-741 b,0,2.970,1.010,-0.350,0,0.265,0.090,-0.031,0,9.11000,,,0,0.02870,,,0
Kepler-742 b,0,3.240,0.110,-0.170,0,0.289,0.010,-0.015,0,10.60000,,,0,0.03320,,,0
Kepler-743 b,0,1.210,0.030,-0.050,0,0.108,0.003,-0.004,0,1.92000,,,0,0.00606,,,0
Kepler-744 b,0,1.620,0.120,-0.090,0,0.145,0.011,-0.008,0,3.26000,,,0,0.01020,,,0
Kepler-745 b,0,2.160,0.580,-0.220,0,0.193,0.052,-0.020,0,5.31000,,,0,0.01670,,,0
Kepler-746 b,0,1.110,0.130,-0.090,0,0.099,0.012,-0.008,0,1.41000,,,0,0.00444,,,0
Kepler-748 b,0,2.520,0.650,-0.290,0,0.225,0.058,-0.026,0,6.90000,,,0,0.02170,,,0
Kepler-749 b,0,3.100,0.230,-0.260,0,0.277,0.021,-0.023,0,9.80000,,,0,0.03080,,,0
Kepler-75 b,0,11.770,0.340,-0.340,0,1.050,0.030,-0.030,0,3209.90000,127.10000,-127.10000,0,10.10000,0.40000,-0.40000,0
Kepler-750 b,0,3.070,1.060,-0.400,0,0.274,0.095,-0.036,0,9.64000,,,0,0.03030,,,0
Kepler-750 c,0,1.620,0.650,-0.220,0,0.145,0.058,-0.020,0,3.26000,,,0,0.01020,,,0
Kepler-751 b,0,2.460,0.230,-0.180,0,0.219,0.021,-0.016,0,6.62000,,,0,0.02080,,,0
Kepler-752 b,0,2.810,0.260,-0.210,0,0.251,0.023,-0.019,0,8.30000,,,0,0.02610,,,0
Kepler-753 b,0,1.910,0.250,-0.090,0,0.170,0.022,-0.008,0,4.31000,,,0,0.01360,,,0
Kepler-754 b,0,2.010,0.480,-0.260,0,0.179,0.043,-0.023,0,4.70000,,,0,0.01480,,,0
Kepler-755 b,0,1.760,0.060,-0.310,0,0.157,0.005,-0.028,0,3.75000,,,0,0.01180,,,0
Kepler-755 c,0,1.260,0.050,-0.050,0,0.112,0.004,-0.004,0,2.13000,,,0,0.00669,,,0
Kepler-756 b,0,1.120,0.090,-0.100,0,0.100,0.008,-0.009,0,1.46000,,,0,0.00459,,,0
Kepler-757 b,0,1.360,0.460,-0.220,0,0.121,0.041,-0.020,0,2.42000,,,0,0.00761,,,0
Kepler-758 b,0,2.480,0.550,-0.400,0,0.221,0.049,-0.036,0,6.71000,,,0,0.02110,,,0
Kepler-758 c,0,1.690,0.370,-0.290,0,0.151,0.033,-0.026,0,3.50000,,,0,0.01100,,,0
Kepler-758 d,0,2.120,0.470,-0.330,0,0.189,0.042,-0.029,0,5.14000,,,0,0.01620,,,0
Kepler-758 e,0,1.530,0.320,-0.250,0,0.136,0.029,-0.022,0,2.96000,,,0,0.00930,,,0
Kepler-759 b,0,2.270,0.490,-0.240,0,0.203,0.044,-0.021,0,5.77000,,,0,0.01820,,,0
Kepler-76 b,0,15.244,1.345,-1.345,0,1.360,0.120,-0.120,0,638.83830,117.59710,-111.24050,0,2.01000,0.37000,-0.35000,0
Kepler-760 b,0,3.060,0.260,-0.240,0,0.273,0.023,-0.021,0,9.59000,,,0,0.03020,,,0
Kepler-760 c,0,1.480,0.120,-0.090,0,0.132,0.011,-0.008,0,2.79000,,,0,0.00879,,,0
Kepler-761 b,0,2.030,0.250,-0.170,0,0.181,0.022,-0.015,0,4.78000,,,0,0.01500,,,0
Kepler-763 b,0,1.220,0.090,-0.080,0,0.109,0.008,-0.007,0,1.98000,,,0,0.00624,,,0
Kepler-763 c,0,1.420,0.070,-0.100,0,0.127,0.006,-0.009,0,2.60000,,,0,0.00819,,,0
Kepler-763 d,0,1.670,0.080,-0.120,0,0.149,0.007,-0.011,0,3.43000,,,0,0.01080,,,0
Kepler-764 b,0,1.640,0.200,-0.130,0,0.146,0.018,-0.012,0,3.33000,,,0,0.01050,,,0
Kepler-765 b,0,2.430,0.530,-0.220,0,0.217,0.047,-0.020,0,6.48000,,,0,0.02040,,,0
Kepler-766 b,0,3.390,0.930,-0.400,0,0.302,0.083,-0.036,0,11.40000,,,0,0.03590,,,0
Kepler-767 b,0,6.640,0.860,-0.550,0,0.592,0.077,-0.049,0,35.70000,,,0,0.11200,,,0
Kepler-768 b,0,1.790,0.200,-0.130,0,0.160,0.018,-0.012,0,3.86000,,,0,0.01210,,,0
Kepler-769 b,0,2.920,1.300,-0.460,0,0.261,0.116,-0.041,0,8.85000,,,0,0.02790,,,0
Kepler-769 c,0,1.790,0.760,-0.270,0,0.160,0.068,-0.024,0,3.86000,,,0,0.01210,,,0
Kepler-77 b,0,10.761,0.179,-0.179,0,0.960,0.016,-0.016,0,136.66100,10.17000,-10.17000,0,0.43000,0.03200,-0.03200,0
Kepler-770 b,0,2.300,0.320,-0.170,0,0.205,0.029,-0.015,0,5.90000,,,0,0.01860,,,0
Kepler-770 c,0,1.200,0.190,-0.100,0,0.107,0.017,-0.009,0,1.87000,,,0,0.00588,,,0
Kepler-770 d,0,1.400,0.190,-0.110,0,0.125,0.017,-0.010,0,2.54000,,,0,0.00800,,,0
Kepler-771 b,0,1.820,0.310,-0.210,0,0.162,0.028,-0.019,0,3.97000,,,0,0.01250,,,0
Kepler-772 b,0,1.820,0.370,-0.240,0,0.162,0.033,-0.021,0,3.97000,,,0,0.01250,,,0
Kepler-773 b,0,1.430,0.090,-0.070,0,0.128,0.008,-0.006,0,2.63000,,,0,0.00829,,,0
Kepler-774 b,0,3.170,0.460,-0.540,0,0.283,0.041,-0.048,0,10.20000,,,0,0.03200,,,0
Kepler-775 b,0,1.190,0.040,-0.040,0,0.106,0.004,-0.004,0,1.81000,,,0,0.00570,,,0
Kepler-776 b,0,1.280,0.110,-0.070,0,0.114,0.010,-0.006,0,2.18000,,,0,0.00687,,,0
Kepler-777 b,0,1.470,0.080,-0.080,0,0.131,0.007,-0.007,0,2.76000,,,0,0.00869,,,0
Kepler-778 b,0,1.680,0.100,-0.130,0,0.150,0.009,-0.012,0,3.46000,,,0,0.01090,,,0
Kepler-779 b,0,0.920,0.070,-0.070,0,0.082,0.006,-0.006,0,0.72100,,,0,0.00227,,,0
Kepler-78 b,0,1.201,0.028,-0.028,0,0.107,0.002,-0.002,0,1.68000,0.27000,-0.27000,0,0.00529,0.00085,-0.00085,0
Kepler-780 b,0,0.890,0.090,-0.060,0,0.079,0.008,-0.005,0,0.64000,,,0,0.00201,,,0
Kepler-781 b,0,2.890,0.490,-0.240,0,0.258,0.044,-0.021,0,8.70000,,,0,0.02740,,,0
Kepler-782 b,0,3.210,0.470,-0.300,0,0.286,0.042,-0.027,0,10.40000,,,0,0.03270,,,0
Kepler-783 b,0,0.780,0.040,-0.080,0,0.070,0.004,-0.007,0,0.39900,,,0,0.00126,,,0
Kepler-783 c,0,2.332,,,0,0.208,,,0,6.04000,,,0,0.01900,,,0
Kepler-784 b,0,1.580,0.340,-0.320,0,0.141,0.030,-0.029,0,3.12000,,,0,0.00982,,,0
Kepler-784 c,0,1.550,0.240,-0.360,0,0.138,0.021,-0.032,0,3.02000,,,0,0.00951,,,0
Kepler-786 b,0,2.430,0.120,-0.070,0,0.217,0.011,-0.006,0,6.48000,,,0,0.02040,,,0
Kepler-787 b,0,1.280,0.060,-0.070,0,0.114,0.005,-0.006,0,2.18000,,,0,0.00687,,,0
Kepler-788 b,0,2.550,0.900,-0.400,0,0.227,0.080,-0.036,0,7.04000,,,0,0.02210,,,0
Kepler-789 b,0,2.120,0.420,-0.230,0,0.189,0.037,-0.021,0,5.14000,,,0,0.01620,,,0
Kepler-79 b,0,3.470,0.070,-0.070,0,0.310,0.006,-0.006,0,10.90000,7.40000,-6.00000,0,0.03430,0.02300,-0.01900,0
Kepler-79 c,0,3.720,0.080,-0.080,0,0.332,0.007,-0.007,0,5.90000,1.90000,-2.30000,0,0.01900,0.00600,-0.00720,0
Kepler-79 d,0,7.160,0.130,-0.160,0,0.639,0.012,-0.014,0,6.00000,2.10000,-1.60000,0,0.01900,0.00660,-0.00500,0
Kepler-79 e,0,3.490,0.140,-0.140,0,0.311,0.012,-0.012,0,4.10000,1.20000,-1.10000,0,0.01300,0.00380,-0.00350,0
Kepler-790 b,0,2.180,0.170,-0.140,0,0.194,0.015,-0.012,0,5.39000,,,0,0.01700,,,0
Kepler-791 b,0,3.050,1.320,-0.700,0,0.272,0.118,-0.062,0,9.53000,,,0,0.03000,,,0
Kepler-792 b,0,1.960,0.490,-0.230,0,0.175,0.044,-0.021,0,4.50000,,,0,0.01420,,,0
Kepler-793 b,0,1.370,0.280,-0.160,0,0.122,0.025,-0.014,0,2.45000,,,0,0.00771,,,0
Kepler-794 b,0,2.110,0.520,-0.340,0,0.188,0.046,-0.030,0,5.10000,,,0,0.01600,,,0
Kepler-795 b,0,1.680,0.180,-0.130,0,0.150,0.016,-0.012,0,3.46000,,,0,0.01090,,,0
Kepler-796 b,0,1.300,0.360,-0.220,0,0.116,0.032,-0.020,0,2.24000,,,0,0.00705,,,0
Kepler-797 b,0,2.170,0.430,-0.220,0,0.194,0.038,-0.020,0,5.35000,,,0,0.01680,,,0
Kepler-798 b,0,2.390,1.040,-0.340,0,0.213,0.093,-0.030,0,6.30000,,,0,0.01980,,,0
Kepler-799 b,0,6.880,0.850,-0.570,0,0.614,0.076,-0.051,0,37.90000,,,0,0.11900,,,0
Kepler-799 c,0,2.781,,,0,0.248,,,0,8.15000,,,0,0.02560,,,0
Kepler-8 b,0,15.872,0.594,-0.695,0,1.416,0.053,-0.062,0,187.51970,41.31790,-38.13960,0,0.59000,0.13000,-0.12000,0
Kepler-80 b,0,2.670,0.100,-0.100,0,0.238,0.009,-0.009,0,6.93000,1.05000,-0.70000,0,0.02180,0.00330,-0.00220,0
Kepler-80 c,0,2.740,0.120,-0.100,0,0.244,0.011,-0.009,0,6.74000,1.23000,-0.86000,0,0.02121,0.00387,-0.00271,0
Kepler-80 d,0,1.530,0.090,-0.070,0,0.136,0.008,-0.006,0,6.75000,0.69000,-0.51000,0,0.02124,0.00217,-0.00160,0
Kepler-80 e,0,1.600,0.080,-0.070,0,0.143,0.007,-0.006,0,4.13000,0.81000,-0.95000,0,0.01299,0.00255,-0.00299,0
Kepler-80 f,0,1.210,0.060,-0.050,0,0.108,0.005,-0.004,0,1.92000,,,0,0.00606,,,0
Kepler-80 g,0,1.130,0.140,-0.140,0,0.101,0.012,-0.012,0,0.06500,0.04400,-0.03800,0,0.00020,0.00014,-0.00012,0
Kepler-800 b,0,2.850,0.340,-0.260,0,0.254,0.030,-0.023,0,8.50000,,,0,0.02670,,,0
Kepler-801 b,0,2.000,0.080,-0.100,0,0.178,0.007,-0.009,0,4.66000,,,0,0.01470,,,0
Kepler-802 b,0,3.540,0.470,-0.400,0,0.316,0.042,-0.036,0,12.30000,,,0,0.03860,,,0
Kepler-803 b,0,3.790,0.550,-0.380,0,0.338,0.049,-0.034,0,13.80000,,,0,0.04340,,,0
Kepler-804 b,0,1.940,0.240,-0.160,0,0.173,0.021,-0.014,0,4.42000,,,0,0.01390,,,0
Kepler-804 c,0,1.140,0.200,-0.140,0,0.102,0.018,-0.012,0,1.55000,,,0,0.00489,,,0
Kepler-805 b,0,2.890,0.130,-0.250,0,0.258,0.012,-0.022,0,8.70000,,,0,0.02740,,,0
Kepler-806 b,0,1.140,0.330,-0.240,0,0.102,0.029,-0.021,0,1.55000,,,0,0.00489,,,0
Kepler-808 b,0,1.460,0.060,-0.080,0,0.130,0.005,-0.007,0,2.73000,,,0,0.00859,,,0
Kepler-809 b,0,3.010,0.670,-0.250,0,0.269,0.060,-0.022,0,9.32000,,,0,0.02930,,,0
Kepler-81 b,0,2.420,0.380,-0.380,0,0.216,0.034,-0.034,0,17.20000,6.30000,-5.50000,0,0.05400,0.02000,-0.01700,0
Kepler-81 c,0,2.370,0.370,-0.370,0,0.211,0.033,-0.033,0,4.30000,2.70000,-1.80000,0,0.01400,0.00800,-0.00600,0
Kepler-81 d,0,1.210,0.270,-0.270,0,0.108,0.024,-0.024,0,1.92000,,,0,0.00606,,,0
