pl_name,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim
11 Com b,0,12.200,,,0,1.090,,,0,4914.89849,39.09289,-39.72855,0,15.46400,0.12300,-0.12500,0
11 UMi b,0,12.300,,,0,1.090,,,0,4684.81420,794.57500,-794.57500,0,14.74000,2.50000,-2.50000,0
14 And b,0,13.100,,,0,1.160,,,0,1131.15130,36.23244,-38.77507,0,3.55900,0.11400,-0.12200,0
14 Her b,0,12.600,,,0,1.120,,,0,2559.47216,518.69596,-280.64248,0,8.05300,1.63200,-0.88300,0
16 Cyg B b,0,13.500,,,0,1.200,,,0,565.73740,25.42640,-25.42640,0,1.78000,0.08000,-0.08000,0
17 Sco b,0,12.900,,,0,1.150,,,0,1373.01872,47.67426,-38.13941,0,4.32000,0.15000,-0.12000,0
18 Del b,0,12.500,,,0,1.120,,,0,2926.24614,50.85255,-24.47279,0,9.20700,0.16000,-0.07700,0
1RXS J160929.1-210524 b,0,18.647,,,0,1.664,,,0,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0
24 Boo b,0,13.900,,,0,1.240,,,0,280.64248,11.44182,-13.66662,0,0.88300,0.03600,-0.04300,0
24 Sex b,0,13.400,,,0,1.190,,,0,632.46000,82.63000,-120.77000,0,1.99000,0.26000,-0.38000,0
24 Sex c,0,13.900,,,0,1.240,,,0,273.32000,111.24000,-69.92000,0,0.86000,0.35000,-0.22000,0
2M0437 b,0,13.000,,,0,1.160,,,0,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0
2MASS J01033563-5515561 AB b,0,12.300,,,0,1.100,,,0,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0
2MASS J01225093-2439505 b,0,11.209,,,0,1.000,,,0,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0
2MASS J02192210-3925225 b,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0
2MASS J0249-0557 c,0,12.400,,,0,1.110,,,0,3686.80952,413.17693,-317.82841,0,11.60000,1.30000,-1.00000,0
2MASS J03590986+2009361 b,0,12.200,,,0,1.080,,,0,5720.91133,317.82841,-317.82841,0,18.00000,1.00000,-1.00000,0
2MASS J04414489+2301513 b,0,12.600,,,0,1.130,,,0,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0
2MASS J11011926-7732383 b,0,11.900,,,0,1.060,,,0,8899.19540,3178.28407,-2224.79885,0,28.00000,10.00000,-7.00000,0
2MASS J11550485-7919108 b,0,12.100,,,0,1.080,,,0,6356.56814,317.82841,-317.82841,0,20.00000,1.00000,-1.00000,0
2MASS J12073346-3932539 b,0,12.900,,,0,1.150,,,0,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0
2MASS J19383260+4603591 b,0,13.400,,,0,1.200,,,0,603.87700,31.78300,-31.78300,0,1.90000,0.10000,-0.10000,0
2MASS J21252752-8138278 b,0,12.400,,,0,1.100,,,0,3813.94088,317.82841,-317.82841,0,12.00000,1.00000,-1.00000,0
2MASS J22362452+4751425 b,0,12.300,,,0,1.100,,,0,3972.87500,476.74500,-476.74500,0,12.50000,1.50000,-1.50000,0
30 Ari B b,0,12.300,,,0,1.100,,,0,4392.41060,572.09400,-572.09400,0,13.82000,1.80000,-1.80000,0
4 UMa b,0,12.600,,,0,1.120,,,0,2511.48007,63.24785,-120.13914,0,7.90200,0.19900,-0.37800,0
42 Dra b,0,13.000,,,0,1.160,,,0,1233.13000,270.14000,-270.14000,0,3.88000,0.85000,-0.85000,0
47 UMa b,0,13.200,,,0,1.180,,,0,804.08000,22.25000,-19.07000,0,2.53000,0.07000,-0.06000,0
47 UMa c,0,14.200,,,0,1.270,,,0,171.62100,20.97600,-23.20100,0,0.54000,0.06600,-0.07300,0
47 UMa d,0,13.500,,,0,1.200,,,0,521.22000,92.17000,-152.55000,0,1.64000,0.29000,-0.48000,0
51 Eri b,0,13.400,,,0,1.190,,,0,635.66000,,,0,2.00000,,,0
51 Peg b,0,14.300,,,0,1.270,,,0,146.20180,19.06980,-3.17830,0,0.46000,0.06000,-0.01000,0
55 Cnc b,0,13.900,,,0,1.240,,,0,263.97850,1.04880,-1.04880,0,0.83060,0.00330,-0.00330,0
55 Cnc c,0,8.510,,,0,0.760,,,0,54.47380,1.74800,-1.74800,0,0.17140,0.00550,-0.00550,0
55 Cnc d,0,13.000,,,0,1.160,,,0,1232.49300,21.61200,-21.61200,0,3.87800,0.06800,-0.06800,0
55 Cnc e,0,1.875,0.029,-0.029,0,0.167,0.003,-0.003,0,7.99000,0.32000,-0.33000,0,0.02514,0.00101,-0.00104,0
55 Cnc f,0,7.590,,,0,0.677,,,0,44.81200,3.81400,-3.81400,0,0.14100,0.01200,-0.01200,0
6 Lyn b,0,13.400,,,0,1.200,,,0,597.83523,12.07748,-28.28673,0,1.88100,0.03800,-0.08900,0
61 Vir b,0,2.110,,,0,0.188,,,0,5.10000,0.50000,-0.50000,0,0.01600,0.00200,-0.00200,0
61 Vir c,0,4.460,,,0,0.398,,,0,18.20000,1.10000,-1.10000,0,0.05700,0.00300,-0.00300,0
61 Vir d,0,5.110,,,0,0.456,,,0,22.90000,2.60000,-2.60000,0,0.07200,0.00800,-0.00800,0
7 CMa b,0,13.400,,,0,1.200,,,0,587.98550,19.06980,-19.06980,0,1.85000,0.06000,-0.06000,0
7 CMa c,0,13.900,,,0,1.240,,,0,276.51210,19.06980,-19.06980,0,0.87000,0.06000,-0.06000,0
70 Vir b,0,12.600,,,0,1.130,,,0,2380.45000,193.87000,-193.87000,0,7.49000,0.61000,-0.61000,0
75 Cet b,0,13.300,,,0,1.180,,,0,787.89662,23.51930,-28.60456,0,2.47900,0.07400,-0.09000,0
75 Cet c,0,13.900,,,0,1.240,,,0,289.85951,27.96890,-45.44946,0,0.91200,0.08800,-0.14300,0
8 UMi b,0,13.600,,,0,1.220,,,0,416.35730,50.85280,-50.85280,0,1.31000,0.16000,-0.16000,0
81 Cet b,0,13.100,,,0,1.170,,,0,1051.05854,24.79062,-21.29450,0,3.30700,0.07800,-0.06700,0
91 Aqr b,0,13.100,,,0,1.170,,,0,1017.00000,,,0,3.20000,,,0
AB Aur b,0,12.500,,,0,1.120,,,0,2860.45566,,,0,9.00000,,,0
AB Pic b,0,12.300,,,0,1.100,,,0,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0
AF Lep b,0,13.100,,,0,1.170,,,0,1017.05090,222.47988,-190.69704,0,3.20000,0.70000,-0.60000,0
AU Mic b,0,3.957,0.146,-0.146,0,0.353,0.013,-0.013,0,20.12000,1.57000,-1.72000,0,0.06330,0.00494,-0.00541,0
AU Mic c,0,2.522,0.247,-0.247,0,0.225,0.022,-0.022,0,9.60000,2.07000,-2.31000,0,0.03020,0.00651,-0.00727,0
AU Mic d,0,1.020,,,0,0.091,,,0,1.05300,0.51100,-0.51100,0,0.00331,0.00161,-0.00161,0
BD+03 2562 b,0,12.700,,,0,1.130,,,0,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0
BD+14 4559 b,0,13.800,,,0,1.230,,,0,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0
BD+15 2375 b,0,13.800,,,0,1.230,,,0,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0
BD+15 2940 b,0,13.700,,,0,1.230,,,0,352.78000,,,0,1.11000,,,0
BD+20 2457 b,0,12.100,,,0,1.080,,,0,6807.63000,,,0,21.42000,,,0
BD+20 2457 c,0,12.400,,,0,1.100,,,0,3963.17000,,,0,12.47000,,,0
BD+20 274 b,0,13.000,,,0,1.160,,,0,1334.88600,,,0,4.20000,,,0
BD+20 594 b,0,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0
BD+45 564 b,0,13.600,,,0,1.210,,,0,432.24663,38.13941,-38.13941,0,1.36000,0.12000,-0.12000,0
BD+48 738 b,0,13.900,,,0,1.240,,,0,289.22530,,,0,0.91000,,,0
BD+48 740 b,0,13.500,,,0,1.200,,,0,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0
BD+49 828 b,0,13.500,,,0,1.210,,,0,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0
BD+55 362 b,0,14.000,,,0,1.250,,,0,228.83645,25.42627,-25.42627,0,0.72000,0.08000,-0.08000,0
BD+60 1417 b,0,14.684,0.673,-0.673,0,1.310,0.060,-0.060,0,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0
BD+63 1405 b,0,12.400,,,0,1.110,,,0,3305.41543,413.17693,-349.61125,0,10.40000,1.30000,-1.10000,0
BD-06 1339 c,0,8.380,,,0,0.747,,,0,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0
BD-08 2823 b,0,3.610,,,0,0.322,,,0,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0
BD-08 2823 c,0,12.500,,,0,1.110,,,0,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0
BD-10 3166 b,0,14.100,,,0,1.260,,,0,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0
BD-11 4672 b,0,14.100,,,0,1.250,,,0,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0
BD-11 4672 c,0,4.040,,,0,0.360,,,0,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0
BD-13 2130 b,0,12.500,,,0,1.110,,,0,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0
BD-14 3065 b,0,21.590,1.050,-1.050,0,1.926,0.094,-0.094,0,3932.00000,290.00000,-280.00000,0,12.37000,0.92000,-0.87000,0
BD-17 63 b,0,12.800,,,0,1.150,,,0,1639.99458,63.56568,-63.56568,0,5.16000,0.20000,-0.20000,0
BD-210397 b,0,14.000,,,0,1.250,,,0,214.00000,31.00000,-32.00000,0,0.70000,0.10000,-0.10000,0
BD-210397 c,0,12.900,,,0,1.150,,,0,1525.57635,190.69704,-190.69704,0,4.80000,0.60000,-0.60000,0
Barnard b,0,0.764,,,0,0.068,,,0,0.37000,0.05000,-0.05000,0,0.00116,0.00016,-0.00016,0
CD Cet b,0,1.820,,,0,0.162,,,0,3.95000,0.42000,-0.43000,0,0.01243,0.00132,-0.00135,0
CFBDSIR J145829+101343 b,0,12.400,,,0,1.110,,,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0
CFHTWIR-Oph 98 b,0,20.849,0.560,-0.560,0,1.860,0.050,-0.050,0,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0
CHXR 73 b,0,12.300,,,0,1.100,,,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0
CI Tau c,0,13.000,,,0,1.160,,,0,1144.18227,95.34852,-95.34852,0,3.60000,0.30000,-0.30000,0
COCONUTS-2 b,0,12.442,0.336,-0.448,0,1.110,0.030,-0.040,0,2542.62726,635.65681,-635.65681,0,8.00000,2.00000,-2.00000,0
CT Cha b,0,24.660,9.080,-6.730,0,2.200,0.810,-0.600,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0
CoRoT-1 b,0,16.700,0.900,-0.900,0,1.490,0.080,-0.080,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0
CoRoT-10 b,0,10.870,0.780,-0.780,0,0.970,0.070,-0.070,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0
CoRoT-11 b,0,16.030,0.340,-0.340,0,1.430,0.030,-0.030,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0
CoRoT-12 b,0,16.140,1.460,-1.460,0,1.440,0.130,-0.130,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0
CoRoT-13 b,0,9.920,0.157,-0.157,0,0.885,0.014,-0.014,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0
CoRoT-14 b,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0
CoRoT-16 b,0,13.110,1.790,-1.570,0,1.170,0.160,-0.140,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0
CoRoT-17 b,0,11.430,0.780,-0.780,0,1.020,0.070,-0.070,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0
CoRoT-18 b,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0
CoRoT-19 b,0,14.460,0.340,-0.340,0,1.290,0.030,-0.030,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0
CoRoT-2 b,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0
CoRoT-20 b,0,9.416,0.448,-0.448,0,0.840,0.040,-0.040,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0
CoRoT-20 c,0,12.200,,,0,1.090,,,0,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0
CoRoT-21 b,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0
CoRoT-22 b,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0
CoRoT-23 b,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0
CoRoT-24 b,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1
CoRoT-24 c,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0
CoRoT-25 b,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0
CoRoT-26 b,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0
CoRoT-27 b,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0
CoRoT-28 b,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0
CoRoT-29 b,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0
CoRoT-3 b,0,11.320,0.780,-0.780,0,1.010,0.070,-0.070,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0
CoRoT-30 b,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0
CoRoT-31 b,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0
CoRoT-35 b,0,18.831,1.233,-1.233,0,1.680,0.110,-0.110,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0
CoRoT-36 b,0,15.805,1.569,-1.569,0,1.410,0.140,-0.140,0,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1
CoRoT-4 b,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0
CoRoT-5 b,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0
CoRoT-6 b,0,13.068,0.392,-0.392,0,1.166,0.035,-0.035,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0
CoRoT-7 b,0,1.681,0.112,-0.112,0,0.150,0.010,-0.010,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0
CoRoT-7 c,0,2.830,,,0,0.253,,,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0
CoRoT-7 d,0,4.310,,,0,0.384,,,0,17.14200,2.55200,-2.55200,0,0.05393,0.00803,-0.00803,0
CoRoT-8 b,0,6.390,0.220,-0.220,0,0.570,0.020,-0.020,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0
CoRoT-9 b,0,11.949,0.841,-0.706,0,1.066,0.075,-0.063,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0
CoRoTID 223977153 b,0,6.389,0.673,-0.560,0,0.570,0.060,-0.050,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0
DE CVn b,0,12.400,,,0,1.100,,,0,3823.27330,955.81833,-955.81833,0,12.02930,3.00733,-3.00733,0
DENIS-P J082303.1-491201 b,0,11.900,,,0,1.060,,,0,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0
DH Tau b,0,30.264,8.967,-8.967,0,2.700,0.800,-0.800,0,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0
DMPP-1 b,0,5.290,,,0,0.472,,,0,24.27000,1.16000,-1.59000,0,0.07636,0.00365,-0.00500,0
DMPP-1 c,0,3.060,,,0,0.273,,,0,9.60000,0.53000,-1.58000,0,0.03020,0.00167,-0.00497,0
DMPP-1 d,0,1.650,,,0,0.147,,,0,3.35000,0.38000,-0.34000,0,0.01054,0.00120,-0.00107,0
DMPP-1 e,0,1.860,,,0,0.166,,,0,4.13000,0.66000,-1.14000,0,0.01299,0.00208,-0.00359,0
DMPP-2 b,0,14.300,,,0,1.280,,,0,138.89171,9.53490,-18.75197,0,0.43700,0.03000,-0.05900,0
DMPP-3 A b,0,1.410,,,0,0.126,,,0,2.58000,0.35000,-0.58000,0,0.00812,0.00110,-0.00182,0
DMPP-4 b,0,3.530,,,0,0.315,,,0,12.20000,1.80000,-1.90000,0,0.03839,0.00566,-0.00598,0
DP Leo b,0,12.700,,,0,1.140,,,0,1995.88832,184.33363,-184.33363,0,6.28000,0.58000,-0.58000,0
DS Tuc A b,0,5.700,0.170,-0.170,0,0.509,0.015,-0.015,0,413.17900,,,1,1.30000,,,1
EPIC 201170410.02,0,1.047,0.276,-0.257,0,0.093,0.025,-0.023,0,1.15000,,,0,0.00360,,,0
EPIC 201238110 b,0,1.870,0.200,-0.450,0,0.167,0.018,-0.040,0,4.16000,,,0,0.01310,,,0
EPIC 201427007 b,0,1.500,0.200,-0.200,0,0.134,0.018,-0.018,0,2.86000,,,0,0.00899,,,0
EPIC 201497682 b,0,0.692,0.059,-0.048,0,0.062,0.005,-0.004,0,0.26000,,,0,0.00082,,,0
EPIC 201595106 b,0,1.300,0.100,-0.100,0,0.116,0.009,-0.009,0,2.24000,,,0,0.00705,,,0
EPIC 201615463 c,0,1.220,0.210,-0.170,0,0.109,0.019,-0.015,0,1.98000,,,0,0.00624,,,0
EPIC 201754305 d,0,1.030,0.085,-0.086,0,0.092,0.008,-0.008,0,1.08000,,,0,0.00340,,,0
EPIC 201757695.02,0,0.908,0.059,-0.064,0,0.081,0.005,-0.006,0,0.68800,,,0,0.00217,,,0
EPIC 201833600 c,0,1.000,0.120,-0.110,0,0.089,0.011,-0.010,0,0.97200,,,0,0.00306,,,0
EPIC 201841433 b,0,1.040,0.037,-0.032,0,0.093,0.003,-0.003,0,1.12000,,,0,0.00352,,,0
EPIC 205950854 c,0,1.310,0.144,-0.063,0,0.117,0.013,-0.006,0,2.27000,,,0,0.00714,,,0
EPIC 206024342 b,0,1.700,0.590,-0.310,0,0.152,0.053,-0.028,0,3.53000,,,0,0.01110,,,0
EPIC 206024342 c,0,1.400,0.500,-0.500,0,0.125,0.045,-0.045,0,2.54000,,,0,0.00800,,,0
EPIC 206024342 d,0,2.600,0.900,-0.900,0,0.232,0.080,-0.080,0,7.27000,,,0,0.02290,,,0
EPIC 206032309 b,0,1.010,0.240,-0.130,0,0.090,0.021,-0.012,0,1.01000,,,0,0.00317,,,0
EPIC 206042996 b,0,1.700,0.200,-0.200,0,0.152,0.018,-0.018,0,3.53000,,,0,0.01110,,,0
EPIC 206042996 c,0,1.200,0.200,-0.100,0,0.107,0.018,-0.009,0,1.87000,,,0,0.00588,,,0
EPIC 206215704 b,0,1.000,0.100,-0.090,0,0.089,0.009,-0.008,0,0.97200,,,0,0.00306,,,0
EPIC 206317286 b,0,0.960,0.110,-0.150,0,0.086,0.010,-0.013,0,0.84000,,,0,0.00264,,,0
EPIC 206317286 c,0,2.094,0.176,-0.160,0,0.187,0.016,-0.014,0,5.03000,,,0,0.01580,,,0
EPIC 211822797 b,0,1.920,0.120,-0.070,0,0.171,0.011,-0.006,0,4.35000,,,0,0.01370,,,0
EPIC 211945201 b,0,5.760,0.300,-0.300,0,0.514,0.027,-0.027,0,27.00000,14.00000,-12.60000,0,0.08495,0.04405,-0.03964,0
EPIC 212297394 b,0,1.480,0.130,-0.110,0,0.132,0.012,-0.010,0,2.79000,,,0,0.00879,,,0
EPIC 212297394 c,0,2.270,0.190,-0.140,0,0.203,0.017,-0.012,0,5.77000,,,0,0.01820,,,0
EPIC 212424622 b,0,2.170,0.670,-0.420,0,0.194,0.060,-0.037,0,5.35000,,,0,0.01680,,,0
EPIC 212499991 b,0,1.600,0.130,-0.160,0,0.143,0.012,-0.014,0,3.19000,,,0,0.01000,,,0
EPIC 212587672 b,0,1.260,0.110,-0.090,0,0.112,0.010,-0.008,0,2.13000,,,0,0.00669,,,0
EPIC 212587672 c,0,2.320,0.190,-0.120,0,0.207,0.017,-0.011,0,5.99000,,,0,0.01890,,,0
EPIC 212624936 b,0,1.200,0.300,-0.300,0,0.107,0.027,-0.027,0,1.87000,,,0,0.00588,,,0
EPIC 212624936 c,0,2.300,0.500,-0.500,0,0.205,0.045,-0.045,0,5.90000,,,0,0.01860,,,0
EPIC 212737443 b,0,2.586,0.126,-0.126,0,0.231,0.011,-0.011,0,7.20000,,,0,0.02270,,,0
EPIC 212737443 c,0,2.690,0.146,-0.146,0,0.240,0.013,-0.013,0,7.70000,,,0,0.02420,,,0
EPIC 220492298 b,0,0.990,0.100,-0.100,0,0.088,0.009,-0.009,0,0.93700,,,0,0.00295,,,0
EPIC 220554210 c,0,1.600,0.100,-0.100,0,0.143,0.009,-0.009,0,3.19000,,,0,0.01000,,,0
EPIC 220674823 b,0,1.725,0.039,-0.039,0,0.154,0.003,-0.003,0,8.21000,0.76000,-0.74000,0,0.02583,0.00239,-0.00233,0
EPIC 220674823 c,0,2.836,0.086,-0.073,0,0.253,0.008,-0.007,0,8.90000,2.40000,-2.40000,0,0.02800,0.00755,-0.00755,0
EPIC 228836835 b,0,1.100,0.300,-0.200,0,0.098,0.027,-0.018,0,1.37000,,,0,0.00430,,,0
EPIC 229004835 b,0,2.332,0.080,-0.094,0,0.208,0.007,-0.008,0,10.40000,1.60000,-1.50000,0,0.03272,0.00503,-0.00472,0
EPIC 246851721 b,0,11.781,0.493,-0.493,0,1.051,0.044,-0.044,0,953.49000,349.61300,-381.39600,0,3.00000,1.10000,-1.20000,0
EPIC 248847494 b,0,12.442,0.785,-0.785,0,1.110,0.070,-0.070,0,4131.79000,,,1,13.00000,,,1
EPIC 249893012 b,0,1.950,0.090,-0.080,0,0.174,0.008,-0.007,0,8.75000,1.09000,-1.08000,0,0.02753,0.00343,-0.00340,0
EPIC 249893012 c,0,3.670,0.170,-0.140,0,0.327,0.015,-0.012,0,14.67000,1.84000,-1.89000,0,0.04616,0.00579,-0.00595,0
EPIC 249893012 d,0,3.940,0.130,-0.120,0,0.352,0.012,-0.011,0,10.18000,2.46000,-2.42000,0,0.03203,0.00774,-0.00761,0
FU Tau b,0,12.200,,,0,1.090,,,0,5085.28000,,,0,16.00000,,,0
G 196-3 b,0,12.000,,,0,1.070,,,0,8263.53858,317.82841,-317.82841,0,26.00000,1.00000,-1.00000,0
G 264-012 b,0,1.390,,,0,0.124,,,0,2.50000,0.29000,-0.30000,0,0.00787,0.00091,-0.00094,0
G 264-012 c,0,1.760,,,0,0.157,,,0,3.75000,0.48000,-0.47000,0,0.01180,0.00151,-0.00148,0
G 9-40 b,0,1.900,0.065,-0.065,0,0.170,0.006,-0.006,0,4.00000,0.63000,-0.63000,0,0.01259,0.00198,-0.00198,0
GJ 1002 b,0,1.030,,,0,0.092,,,0,1.08000,0.13000,-0.13000,0,0.00340,0.00041,-0.00041,0
GJ 1002 c,0,1.100,,,0,0.098,,,0,1.36000,0.17000,-0.17000,0,0.00428,0.00053,-0.00053,0
GJ 1061 b,0,1.100,,,0,0.098,,,0,1.37000,0.16000,-0.15000,0,0.00431,0.00050,-0.00047,0
GJ 1061 c,0,1.180,,,0,0.105,,,0,1.74000,0.23000,-0.23000,0,0.00547,0.00072,-0.00072,0
GJ 1061 d,0,1.160,,,0,0.103,,,0,1.64000,0.24000,-0.23000,0,0.00516,0.00076,-0.00072,0
GJ 1132 b,0,1.192,0.038,-0.045,0,0.106,0.003,-0.004,0,1.83705,0.19070,-0.18752,0,0.00578,0.00060,-0.00059,0
GJ 1132 c,0,1.430,,,0,0.128,,,0,2.64000,0.44000,-0.44000,0,0.00831,0.00138,-0.00138,0
GJ 1148 b,0,11.900,,,0,1.070,,,0,96.70000,1.41000,-1.02000,0,0.30425,0.00444,-0.00321,0
GJ 1148 c,0,9.710,,,0,0.866,,,0,68.06000,4.91000,-2.19000,0,0.21414,0.01545,-0.00689,0
GJ 1151 c,0,3.250,,,0,0.290,,,0,10.62000,1.31000,-1.47000,0,0.03341,0.00412,-0.00463,0
GJ 1214 b,0,2.733,0.033,-0.031,0,0.244,0.003,-0.003,0,8.41000,0.36000,-0.35000,0,0.02646,0.00113,-0.00110,0
GJ 1252 b,0,1.193,0.074,-0.074,0,0.106,0.007,-0.007,0,1.32000,0.28000,-0.28000,0,0.00415,0.00088,-0.00088,0
GJ 1265 b,0,2.630,,,0,0.234,,,0,7.40000,0.50000,-0.50000,0,0.02328,0.00157,-0.00157,0
GJ 143 b,0,2.610,0.170,-0.160,0,0.233,0.015,-0.014,0,22.70000,2.20000,-1.90000,0,0.07142,0.00692,-0.00598,0
GJ 15 A c,0,6.670,,,0,0.595,,,0,36.00000,25.00000,-18.00000,0,0.11327,0.07866,-0.05663,0
GJ 160.2 b,0,3.170,,,0,0.283,,,0,10.20000,7.20000,-5.90000,0,0.03209,0.02265,-0.01856,0
GJ 163 b,0,3.250,,,0,0.290,,,0,10.60000,0.60000,-0.60000,0,0.03335,0.00189,-0.00189,0
GJ 163 c,0,2.500,,,0,0.223,,,0,6.80000,0.90000,-0.90000,0,0.02140,0.00283,-0.00283,0
GJ 163 d,0,5.920,,,0,0.528,,,0,29.40000,2.90000,-2.90000,0,0.09250,0.00912,-0.00912,0
GJ 179 b,0,13.800,,,0,1.230,,,0,301.93699,50.85255,-34.96112,0,0.95000,0.16000,-0.11000,0
GJ 180 b,0,2.430,,,0,0.217,,,0,6.49000,0.68000,-0.68000,0,0.02042,0.00214,-0.00214,0
GJ 180 c,0,2.410,,,0,0.215,,,0,6.40000,3.70000,-4.10000,0,0.02014,0.01164,-0.01290,0
